nott_PEL_01_GH,Vegetative,Peduncle length,millimeters (mm),Longest stem,Recorded on the fourth internode of the longest stem,10WAP,10WAP,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,razlin.azman@cffresearch.org,1000-01-01,direct measurement,unspecified,unpecified,unspecified,unspecified,Based on IPGRI descriptor for Bambara groundnut,razlin.azman@cffresearch.org,2/04/2014,"UoN PhD project Odireleng Molosiwa, supervised by Sean Mayes ",CFFRC| sean.mayes@cffresearch.org,prepublication,razlin.azman@cffresearch.org
nott_PLS_01_GH,Vegetative,Plant spread,centimeters (cm),Whole Plant,Average of five plants. Widest length between two opposite points,unspecified,Harvest,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,razlin.azman@cffresearch.org,1000-01-01,direct measurement,unspecified,unpecified,unspecified,unspecified,Based on IPGRI descriptor for Bambara groundnut,razlin.azman@cffresearch.org,2/04/2014,"UoN PhD project Odireleng Molosiwa, supervised by Sean Mayes ",CFFRC| sean.mayes@cffresearch.org,prepublication,razlin.azman@cffresearch.org
nott_PLH_01_GH,Vegetative,Plant height,centimeters (cm),Whole Plant,"Measured from the ground level (at the base of the plant) to the tip of the highestpoint, including the terminal leaflet of 5 plants",10WAP,10WAP,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,razlin.azman@cffresearch.org,1000-01-01,direct measurement,unspecified,unpecified,unspecified,unspecified,Based on IPGRI descriptor for Bambara groundnut,razlin.azman@cffresearch.org,2/04/2014,"UoN PhD project Odireleng Molosiwa, supervised by Sean Mayes ",CFFRC| sean.mayes@cffresearch.org,prepublication,razlin.azman@cffresearch.org
nott_PDN_01_GH,Yield,Pods per plant,number,pods,Average number of pods recorded from 5 plants recorded per plot,within 2 months of harvest,harvest,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,razlin.azman@cffresearch.org,1000-01-01,direct measurement,unspecified,unpecified,unspecified,unspecified,Based on IPGRI descriptor for Bambara groundnut,razlin.azman@cffresearch.org,2/04/2014,"UoN PhD project Odireleng Molosiwa, supervised by Sean Mayes ",CFFRC| sean.mayes@cffresearch.org,prepublication,razlin.azman@cffresearch.org
nott_PDW_01_GH,Yield,Pod dry weight,gram (g),pods,Average weight of pods taken from 5 plants per plot ,within 2 months of harvest,harvest,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,razlin.azman@cffresearch.org,1000-01-01,direct measurement,unspecified,unpecified,unspecified,unspecified,Based on IPGRI descriptor for Bambara groundnut,razlin.azman@cffresearch.org,2/04/2014,"UoN PhD project Odireleng Molosiwa, supervised by Sean Mayes ",CFFRC| sean.mayes@cffresearch.org,prepublication,razlin.azman@cffresearch.org
nott_PDD_01_GH,Yield,Pod width,millimeters (mm),pods,Average width of pods taken from 5 plants per plot ,within 2 months of harvest,harvest,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,razlin.azman@cffresearch.org,1000-01-01,direct measurement,unspecified,unpecified,unspecified,unspecified,Based on IPGRI descriptor for Bambara groundnut,razlin.azman@cffresearch.org,2/04/2014,"UoN PhD project Odireleng Molosiwa, supervised by Sean Mayes ",CFFRC| sean.mayes@cffresearch.org,prepublication,razlin.azman@cffresearch.org
nott_PDL_01_GH,Yield,Pod length,millimeters (mm),pods,Average length of 10 pods,within 2 months of harvest,harvest,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,razlin.azman@cffresearch.org,1000-01-01,direct measurement,unspecified,unpecified,unspecified,unspecified,Based on IPGRI descriptor for Bambara groundnut,razlin.azman@cffresearch.org,2/04/2014,"UoN PhD project Odireleng Molosiwa, supervised by Sean Mayes ",CFFRC| sean.mayes@cffresearch.org,prepublication,razlin.azman@cffresearch.org
nott_SDW_01_GH,Yield,Seed weight,gram (g),seeds,Average weight of seeds from 5 plants taken with a plot after drying,within 2 months of harvest,harvest,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,razlin.azman@cffresearch.org,1000-01-01,direct measurement,unspecified,unpecified,unspecified,unspecified,Based on IPGRI descriptor for Bambara groundnut,razlin.azman@cffresearch.org,2/04/2014,"UoN PhD project Odireleng Molosiwa, supervised by Sean Mayes ",CFFRC| sean.mayes@cffresearch.org,prepublication,razlin.azman@cffresearch.org
nott_SDD_01_GH,YIELD,Seed width,millimeters (mm),seeds,Average width of seed from 5 plants taken with plot after drying,within 2 months of harvest,harvest,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,razlin.azman@cffresearch.org,1000-01-01,direct measurement,unspecified,unpecified,unspecified,unspecified,Based on IPGRI descriptor for Bambara groundnut,razlin.azman@cffresearch.org,2/04/2014,"UoN PhD project Odireleng Molosiwa, supervised by Sean Mayes ",CFFRC| sean.mayes@cffresearch.org,prepublication,razlin.azman@cffresearch.org
nott_SDN_01_GH,Yield,Seeds per plant,number,seeds,Average number of seeds taken from 5 plants per plot ,within 2 months of harvest,harvest,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,razlin.azman@cffresearch.org,1000-01-01,direct measurement,unspecified,unpecified,unspecified,unspecified,Based on IPGRI descriptor for Bambara groundnut,razlin.azman@cffresearch.org,2/04/2014,"UoN PhD project Odireleng Molosiwa, supervised by Sean Mayes ",CFFRC| sean.mayes@cffresearch.org,prepublication,razlin.azman@cffresearch.org
nott_SDL_01_GH,Yield,seed length,millimeters (mm),seeds,Average of seed length from 5 seeds taken per plot,within 2 months of harvest,harvest,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,razlin.azman@cffresearch.org,1000-01-01,direct measurement,unspecified,unpecified,unspecified,unspecified,Based on IPGRI descriptor for Bambara groundnut,razlin.azman@cffresearch.org,2/04/2014,"UoN PhD project Odireleng Molosiwa, supervised by Sean Mayes ",CFFRC| sean.mayes@cffresearch.org,prepublication,razlin.azman@cffresearch.org
nott_SSW_01_GH,Yield,Single seed weight,gram (g),seeds,Average of 100 seed weight,within 2 months of harvest,harvest,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,razlin.azman@cffresearch.org,1000-01-01,direct measurement,unspecified,unpecified,unspecified,unspecified,Based on IPGRI descriptor for Bambara groundnut,razlin.azman@cffresearch.org,2/04/2014,"UoN PhD project Odireleng Molosiwa, supervised by Sean Mayes ",CFFRC| sean.mayes@cffresearch.org,prepublication,razlin.azman@cffresearch.org
nott_SOW_01_GH,Yield,Shoot Dry Weight,gram (g),Whole Plant,Weight of aboveground  biomassof harvested plants,within 2 months of harvest,harvest,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,razlin.azman@cffresearch.org,1000-01-01,direct measurement,unspecified,unpecified,unspecified,unspecified,Based on IPGRI descriptor for Bambara groundnut,razlin.azman@cffresearch.org,2/04/2014,"UoN PhD project Odireleng Molosiwa, supervised by Sean Mayes ",CFFRC| sean.mayes@cffresearch.org,prepublication,razlin.azman@cffresearch.org
nott_SHT_01_GH,Yield,Shell thickness,millimeters (mm),Shell,Recorded within two months after harvest; average thickness of 10 pod,within 2 months of harvest,harvest,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,razlin.azman@cffresearch.org,1000-01-01,direct measurement,unspecified,unpecified,unspecified,unspecified,Based on IPGRI descriptor for Bambara groundnut,razlin.azman@cffresearch.org,2/04/2014,"UoN PhD project Odireleng Molosiwa, supervised by Sean Mayes ",CFFRC| sean.mayes@cffresearch.org,prepublication,razlin.azman@cffresearch.org
nott_SHW_01_GH,Yield,Shell weight,gram (g),Shell,100 dry pods  weighed then shelled  ,within 2 months of harvest,harvest,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,razlin.azman@cffresearch.org,1000-01-01,direct measurement,unspecified,unpecified,unspecified,unspecified,Based on IPGRI descriptor for Bambara groundnut,razlin.azman@cffresearch.org,2/04/2014,"UoN PhD project Odireleng Molosiwa, supervised by Sean Mayes ",CFFRC| sean.mayes@cffresearch.org,prepublication,razlin.azman@cffresearch.org
nott_SHP_01_GH,Yield,Shelling %,percentage (%),Pods,Average percentage of 10 pods based on weight of mature seeds (at 12% moinsture content),within 2 months of harvest,harvest,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,razlin.azman@cffresearch.org,1000-01-01,direct measurement,unspecified,unpecified,unspecified,unspecified,Based on IPGRI descriptor for Bambara groundnut,razlin.azman@cffresearch.org,2/04/2014,"UoN PhD project Odireleng Molosiwa, supervised by Sean Mayes ",CFFRC| sean.mayes@cffresearch.org,prepublication,razlin.azman@cffresearch.org
nott_STN_01_GH,Yield,Number of stems,number,Stem,Number of stem recorded from selected plants,within 2 months of harvest,harvest,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,razlin.azman@cffresearch.org,1000-01-01,direct measurement,unspecified,unpecified,unspecified,unspecified,Based on IPGRI descriptor for Bambara groundnut,razlin.azman@cffresearch.org,2/04/2014,"UoN PhD project Odireleng Molosiwa, supervised by Sean Mayes ",CFFRC| sean.mayes@cffresearch.org,prepublication,razlin.azman@cffresearch.org
bca_DAE_01_FT,Vegetative,Days to Emergence,days,Fully expanded leaf,Number of days from sowing to emergence of first fully expanded leaf,unspecified,Germination,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,razlin.azman@cffresearch.org,1000-01-01,count,unspecified,unpecified,unspecified,unspecified,Based on IPGRI descriptor for Bambara groundnut,razlin.azman@cffresearch.org,2/04/2014,"UoN PhD project Odireleng Molosiwa, supervised by Sean Mayes ",CFFRC| sean.mayes@cffresearch.org,prepublication,razlin.azman@cffresearch.org
bca_DAF_01_FT,Vegetative,Days to 50% Flowering,days,Flower,Number of days from sowing to when first flower opens on 50% of plant,unspecified,Flowering ,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,razlin.azman@cffresearch.org,1000-01-01,count,unspecified,unpecified,unspecified,unspecified,Based on IPGRI descriptor for Bambara groundnut,razlin.azman@cffresearch.org,2/04/2014,"UoN PhD project Odireleng Molosiwa, supervised by Sean Mayes ",CFFRC| sean.mayes@cffresearch.org,prepublication,razlin.azman@cffresearch.org
bca_DAM_01_FT,Vegetative,Days to Maturity,days,Whole Plant,Number of days from sowing to full maturity,unspecified,Full maturity,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,razlin.azman@cffresearch.org,1000-01-01,count,unspecified,unpecified,unspecified,unspecified,Based on IPGRI descriptor for Bambara groundnut,razlin.azman@cffresearch.org,2/04/2014,"UoN PhD project Odireleng Molosiwa, supervised by Sean Mayes ",CFFRC| sean.mayes@cffresearch.org,prepublication,razlin.azman@cffresearch.org
bca_LFN_01_FT,Vegetative,Leaf number,number,Leaf,Total number of leaves per plant ,10WAP,10 WAP,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,razlin.azman@cffresearch.org,1000-01-01,count,unspecified,unpecified,unspecified,unspecified,Based on IPGRI descriptor for Bambara groundnut,razlin.azman@cffresearch.org,2/04/2014,"UoN PhD project Odireleng Molosiwa, supervised by Sean Mayes ",CFFRC| sean.mayes@cffresearch.org,prepublication,razlin.azman@cffresearch.org
bca_LFL_01_FT,Vegetative,leaflet length,millimeters (mm),Leaflet at fourth internode,Length of median leaflet at the fourth internode ,10WAP,10WAP,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,razlin.azman@cffresearch.org,1000-01-01,direct measurement,unspecified,unpecified,unspecified,unspecified,Based on IPGRI descriptor for Bambara groundnut,razlin.azman@cffresearch.org,2/04/2014,"UoN PhD project Odireleng Molosiwa, supervised by Sean Mayes ",CFFRC| sean.mayes@cffresearch.org,prepublication,razlin.azman@cffresearch.org
bca_LFW_01_FT,Vegetative,Leaflet width,millimeters (mm),Leaflet at fourth internode,Average width of three leaves at the fourth node of five healthy plants,10WAP,10WAP,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,razlin.azman@cffresearch.org,1000-01-01,direct measurement,unspecified,unpecified,unspecified,unspecified,Based on IPGRI descriptor for Bambara groundnut,razlin.azman@cffresearch.org,2/04/2014,"UoN PhD project Odireleng Molosiwa, supervised by Sean Mayes ",CFFRC| sean.mayes@cffresearch.org,prepublication,razlin.azman@cffresearch.org
bca_ITN_01_FT,Vegetative,Internode length,millimeters (mm),Fourth internode,"Length of fourth internode of the longest stem,",10WAP,10WAP,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,razlin.azman@cffresearch.org,1000-01-01,direct measurement,unspecified,unpecified,unspecified,unspecified,Based on IPGRI descriptor for Bambara groundnut,razlin.azman@cffresearch.org,2/04/2014,"UoN PhD project Odireleng Molosiwa, supervised by Sean Mayes ",CFFRC| sean.mayes@cffresearch.org,prepublication,razlin.azman@cffresearch.org
bca_PTL_01_FT,Vegetative,Petiole length,millimeters (mm),Longest stem of fourth node,Measure at the stem node to the junction of the three leaflets  at the longest stem at the fourth node ,10WAP,10 WAP,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,razlin.azman@cffresearch.org,1000-01-01,direct measurement,unspecified,unpecified,unspecified,unspecified,Based on IPGRI descriptor for Bambara groundnut,razlin.azman@cffresearch.org,2/04/2014,"UoN PhD project Odireleng Molosiwa, supervised by Sean Mayes ",CFFRC| sean.mayes@cffresearch.org,prepublication,razlin.azman@cffresearch.org
bca_PIT_01_FT,Vegetative,Petiole-internode ratio,ratio,unspecified,The ratio of measurement of the petiole to internode,Growth,Growth,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,razlin.azman@cffresearch.org,1000-01-01,direct measurement,unspecified,unpecified,unspecified,unspecified,Based on IPGRI descriptor for Bambara groundnut,razlin.azman@cffresearch.org,2/04/2014,"UoN PhD project Odireleng Molosiwa, supervised by Sean Mayes ",CFFRC| sean.mayes@cffresearch.org,prepublication,razlin.azman@cffresearch.org
bca_PLL_01_FT,Vegetative,Petiole length,millimeters (mm),Base of leaflet to longest petiolule,Recorded at the base of the leaflet of the longest petiolule at fourth internode ,10WAP,10WAP,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,razlin.azman@cffresearch.org,1000-01-01,direct measurement,unspecified,unpecified,unspecified,unspecified,Based on IPGRI descriptor for Bambara groundnut,razlin.azman@cffresearch.org,2/04/2014,"UoN PhD project Odireleng Molosiwa, supervised by Sean Mayes ",CFFRC| sean.mayes@cffresearch.org,prepublication,razlin.azman@cffresearch.org
bca_PEL_01_FT,Vegetative,Peduncle length,millimeters (mm),Longest stem,Recorded on the fourth internode of the longest stem,10WAP,10WAP,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,razlin.azman@cffresearch.org,1000-01-01,direct measurement,unspecified,unpecified,unspecified,unspecified,Based on IPGRI descriptor for Bambara groundnut,razlin.azman@cffresearch.org,2/04/2014,"UoN PhD project Odireleng Molosiwa, supervised by Sean Mayes ",CFFRC| sean.mayes@cffresearch.org,prepublication,razlin.azman@cffresearch.org
bca_PLS_01_FT,Vegetative,Plant spread,centimeters (cm),Whole Plant,Average of five plants. Widest length between two opposite points,unspecified,Harvest,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,razlin.azman@cffresearch.org,1000-01-01,direct measurement,unspecified,unpecified,unspecified,unspecified,Based on IPGRI descriptor for Bambara groundnut,razlin.azman@cffresearch.org,2/04/2014,"UoN PhD project Odireleng Molosiwa, supervised by Sean Mayes ",CFFRC| sean.mayes@cffresearch.org,prepublication,razlin.azman@cffresearch.org
bca_PLH_01_FT,Vegetative,Plant height,centimeters (cm),Whole Plant,"Measured from the ground level (at the base of the plant) to the tip of the highestpoint, including the terminal leaflet of 5 plants",10WAP,10WAP,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,razlin.azman@cffresearch.org,1000-01-01,direct measurement,unspecified,unpecified,unspecified,unspecified,Based on IPGRI descriptor for Bambara groundnut,razlin.azman@cffresearch.org,2/04/2014,"UoN PhD project Odireleng Molosiwa, supervised by Sean Mayes ",CFFRC| sean.mayes@cffresearch.org,prepublication,razlin.azman@cffresearch.org
bca_PDN_01_FT,Yield,Pods per plant,number,pods,Average number of pods recorded from 5 plants recorded per plot,within 2 months of harvest,harvest,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,razlin.azman@cffresearch.org,1000-01-01,direct measurement,unspecified,unpecified,unspecified,unspecified,Based on IPGRI descriptor for Bambara groundnut,razlin.azman@cffresearch.org,2/04/2014,"UoN PhD project Odireleng Molosiwa, supervised by Sean Mayes ",CFFRC| sean.mayes@cffresearch.org,prepublication,razlin.azman@cffresearch.org
bca_PDW_01_FT,Yield,Pod dry weight,gram (g),pods,Average weight of pods taken from 5 plants per plot ,within 2 months of harvest,harvest,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,razlin.azman@cffresearch.org,1000-01-01,direct measurement,unspecified,unpecified,unspecified,unspecified,Based on IPGRI descriptor for Bambara groundnut,razlin.azman@cffresearch.org,2/04/2014,"UoN PhD project Odireleng Molosiwa, supervised by Sean Mayes ",CFFRC| sean.mayes@cffresearch.org,prepublication,razlin.azman@cffresearch.org
bca_PDD_01_FT,Yield,Pod width,millimeters (mm),pods,Average width of pods taken from 5 plants per plot ,within 2 months of harvest,harvest,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,razlin.azman@cffresearch.org,1000-01-01,direct measurement,unspecified,unpecified,unspecified,unspecified,Based on IPGRI descriptor for Bambara groundnut,razlin.azman@cffresearch.org,2/04/2014,"UoN PhD project Odireleng Molosiwa, supervised by Sean Mayes ",CFFRC| sean.mayes@cffresearch.org,prepublication,razlin.azman@cffresearch.org
bca_PDL_01_FT,Yield,Pod length,millimeters (mm),pods,Average length of 10 pods,within 2 months of harvest,harvest,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,razlin.azman@cffresearch.org,1000-01-01,direct measurement,unspecified,unpecified,unspecified,unspecified,Based on IPGRI descriptor for Bambara groundnut,razlin.azman@cffresearch.org,2/04/2014,"UoN PhD project Odireleng Molosiwa, supervised by Sean Mayes ",CFFRC| sean.mayes@cffresearch.org,prepublication,razlin.azman@cffresearch.org
bca_SDW_01_FT,Yield,Seed weight,gram (g),seeds,Average weight of seeds from 5 plants taken with a plot after drying,within 2 months of harvest,harvest,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,razlin.azman@cffresearch.org,1000-01-01,direct measurement,unspecified,unpecified,unspecified,unspecified,Based on IPGRI descriptor for Bambara groundnut,razlin.azman@cffresearch.org,2/04/2014,"UoN PhD project Odireleng Molosiwa, supervised by Sean Mayes ",CFFRC| sean.mayes@cffresearch.org,prepublication,razlin.azman@cffresearch.org
bca_SDD_01_FT,YIELD,Seed width,millimeters (mm),seeds,Average width of seed from 5 plants taken with plot after drying,within 2 months of harvest,harvest,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,razlin.azman@cffresearch.org,1000-01-01,direct measurement,unspecified,unpecified,unspecified,unspecified,Based on IPGRI descriptor for Bambara groundnut,razlin.azman@cffresearch.org,2/04/2014,"UoN PhD project Odireleng Molosiwa, supervised by Sean Mayes ",CFFRC| sean.mayes@cffresearch.org,prepublication,razlin.azman@cffresearch.org
bca_SDN_01_FT,Yield,Seeds per plant,number,seeds,Average number of seeds taken from 5 plants per plot ,within 2 months of harvest,harvest,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,razlin.azman@cffresearch.org,1000-01-01,direct measurement,unspecified,unpecified,unspecified,unspecified,Based on IPGRI descriptor for Bambara groundnut,razlin.azman@cffresearch.org,2/04/2014,"UoN PhD project Odireleng Molosiwa, supervised by Sean Mayes ",CFFRC| sean.mayes@cffresearch.org,prepublication,razlin.azman@cffresearch.org
bca_SDL_01_FT,Yield,seed length,millimeters (mm),seeds,Average of seed length from 5 seeds taken per plot,within 2 months of harvest,harvest,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,razlin.azman@cffresearch.org,1000-01-01,direct measurement,unspecified,unpecified,unspecified,unspecified,Based on IPGRI descriptor for Bambara groundnut,razlin.azman@cffresearch.org,2/04/2014,"UoN PhD project Odireleng Molosiwa, supervised by Sean Mayes ",CFFRC| sean.mayes@cffresearch.org,prepublication,razlin.azman@cffresearch.org
bca_SSW_01_FT,Yield,Single seed weight,gram (g),seeds,Average of 100 seed weight,within 2 months of harvest,harvest,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,razlin.azman@cffresearch.org,1000-01-01,direct measurement,unspecified,unpecified,unspecified,unspecified,Based on IPGRI descriptor for Bambara groundnut,razlin.azman@cffresearch.org,2/04/2014,"UoN PhD project Odireleng Molosiwa, supervised by Sean Mayes ",CFFRC| sean.mayes@cffresearch.org,prepublication,razlin.azman@cffresearch.org
bca_SOW_01_FT,Yield,Shoot Dry Weight,gram (g),Whole Plant,Weight of aboveground  biomassof harvested plants,within 2 months of harvest,harvest,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,razlin.azman@cffresearch.org,1000-01-01,direct measurement,unspecified,unpecified,unspecified,unspecified,Based on IPGRI descriptor for Bambara groundnut,razlin.azman@cffresearch.org,2/04/2014,"UoN PhD project Odireleng Molosiwa, supervised by Sean Mayes ",CFFRC| sean.mayes@cffresearch.org,prepublication,razlin.azman@cffresearch.org
bca_SHT_01_FT,Yield,Shell thickness,millimeters (mm),Shell,Recorded within two months after harvest; average thickness of 10 pod,within 2 months of harvest,harvest,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,razlin.azman@cffresearch.org,1000-01-01,direct measurement,unspecified,unpecified,unspecified,unspecified,Based on IPGRI descriptor for Bambara groundnut,razlin.azman@cffresearch.org,2/04/2014,"UoN PhD project Odireleng Molosiwa, supervised by Sean Mayes ",CFFRC| sean.mayes@cffresearch.org,prepublication,razlin.azman@cffresearch.org
bca_SHW_01_FT,Yield,Shell weight,gram (g),Shell,100 dry pods  weighed then shelled  ,within 2 months of harvest,harvest,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,razlin.azman@cffresearch.org,1000-01-01,direct measurement,unspecified,unpecified,unspecified,unspecified,Based on IPGRI descriptor for Bambara groundnut,razlin.azman@cffresearch.org,2/04/2014,"UoN PhD project Odireleng Molosiwa, supervised by Sean Mayes ",CFFRC| sean.mayes@cffresearch.org,prepublication,razlin.azman@cffresearch.org
bca_SHP_01_FT,Yield,Shelling %,percentage (%),Pods,Average percentage of 10 pods based on weight of mature seeds (at 12% moinsture content),within 2 months of harvest,harvest,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,razlin.azman@cffresearch.org,1000-01-01,direct measurement,unspecified,unpecified,unspecified,unspecified,Based on IPGRI descriptor for Bambara groundnut,razlin.azman@cffresearch.org,2/04/2014,"UoN PhD project Odireleng Molosiwa, supervised by Sean Mayes ",CFFRC| sean.mayes@cffresearch.org,prepublication,razlin.azman@cffresearch.org
